[17/06/2022 20:29:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_show_skills], Params: [] 
[18/06/2022 12:44:40] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Archbishop], Action: [admin_kill], Params: [] 
[18/06/2022 12:44:40] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Sage], Action: [admin_kill], Params: [] 
[18/06/2022 12:44:42] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Soldier], Action: [admin_kill], Params: [] 
[18/06/2022 12:44:45] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 12:44:50] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_invul], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Archbishop], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Sage], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Soldier], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Archbishop], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Soldier], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:31] --> GM: XxClaudinhaxX [268477771], Target: [Purgatory Gargoyle], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:56] --> GM: XxClaudinhaxX [268477771], Target: [Purgatory Gargoyle], Action: [admin_kill], Params: [] 
[18/06/2022 12:45:59] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Archbishop], Action: [admin_kill], Params: [] 
[18/06/2022 12:46:01] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Soldier], Action: [admin_kill], Params: [] 
[18/06/2022 12:46:01] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Sage], Action: [admin_kill], Params: [] 
[18/06/2022 12:46:15] --> GM: XxClaudinhaxX [268477771], Target: [Purgatory Gargoyle], Action: [admin_kill], Params: [] 
[18/06/2022 12:46:17] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Archbishop], Action: [admin_kill], Params: [] 
[18/06/2022 12:46:18] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Soldier], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Guard], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Purgatory Liviona], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Guard], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Praetorian], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Sepulcher Guard], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:05] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Knight Banneret], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Praetorian], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Purgatory Liviona], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Knight Banneret], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Nephilim Praetorian], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Knight Banneret], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:07] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Knight Banneret], Action: [admin_kill], Params: [] 
[18/06/2022 12:47:19] --> GM: XxClaudinhaxX [268477771], Target: [Lilim Knight Banneret], Action: [admin_admin], Params: [] 
[18/06/2022 12:47:20] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 12:47:22] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 12:47:22] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 12:47:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[18/06/2022 12:53:10] --> GM: XxClaudinhaxX [268477771], Target: [Dusk Priestess], Action: [admin_spawn_monster], Params: [] 
[18/06/2022 12:57:25] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_admin], Params: [] 
[18/06/2022 12:57:29] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_gmshop], Params: [] 
[18/06/2022 12:57:32] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_help], Params: [ gmshop/QuestItems.htm] 
[18/06/2022 12:57:34] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_buy], Params: [ 300542] 
[18/06/2022 12:57:51] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_gmshop], Params: [] 
[18/06/2022 12:57:53] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_help], Params: [ gmshop/QuestItems.htm] 
[18/06/2022 12:57:55] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_buy], Params: [ 9149] 
[18/06/2022 12:57:56] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_gmshop], Params: [] 
[18/06/2022 12:57:57] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_help], Params: [ gmshop/QuestItems.htm] 
[18/06/2022 12:57:58] --> GM: XxClaudinhaxX [268477771], Target: [Adventure Guildsman], Action: [admin_buy], Params: [ 300539] 
[18/06/2022 13:10:53] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 13:12:55] --> GM: XxClaudinhaxX [268477771], Target: [Clarissa], Action: [admin_ride_wyvern], Params: [] 
[18/06/2022 13:18:50] --> GM: XxClaudinhaxX [268477771], Target: [null], Action: [admin_kill], Params: [] 
[18/06/2022 13:22:56] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's Butcher Krantz], Action: [admin_kill], Params: [] 
[18/06/2022 13:23:06] --> GM: XxClaudinhaxX [268477771], Target: [null], Action: [admin_kill], Params: [] 
[18/06/2022 13:24:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 13:24:38] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 13:26:09] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 13:26:11] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 13:26:35] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 55054 219446 -283] 
[18/06/2022 13:27:34] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 13:29:41] --> GM: XxClaudinhaxX [268477771], Target: [Unpleasant Humming], Action: [admin_kill], Params: [] 
[18/06/2022 13:29:45] --> GM: XxClaudinhaxX [268477771], Target: [Atraiban's Top Disciple], Action: [admin_kill], Params: [] 
[18/06/2022 13:29:46] --> GM: XxClaudinhaxX [268477771], Target: [Atraiban], Action: [admin_kill], Params: [] 
[18/06/2022 13:29:53] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_invul], Params: [] 
[18/06/2022 13:29:59] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 13:30:02] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:02] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:02] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's Seer], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:03] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's Watchman], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:03] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's Watchman], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:06] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:06] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:09] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:09] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's High Grade Watchman], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:09] --> GM: XxClaudinhaxX [268477771], Target: [Unpleasant Shout], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:14] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's High Grade Watchman], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:14] --> GM: XxClaudinhaxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:45] --> GM: XxClaudinhaxX [268477771], Target: [Unpleasant Humming], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:54] --> GM: XxClaudinhaxX [268477771], Target: [Kaim Vanul], Action: [admin_kill], Params: [] 
[18/06/2022 13:30:57] --> GM: XxClaudinhaxX [268477771], Target: [Zaken's High Grade Watchman], Action: [admin_kill], Params: [] 
[18/06/2022 13:33:02] --> GM: XxClaudinhaxX [268477771], Target: [Pirate Zombie], Action: [admin_kill], Params: [] 
[18/06/2022 13:34:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 13:34:28] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 13:34:48] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 55312 219168 -3224] 
[18/06/2022 13:35:14] --> GM: XxClaudinhaxX [268477771], Target: [Zaken], Action: [admin_show_droplist], Params: [ 29022] 
[18/06/2022 13:36:07] --> GM: XxClaudinhaxX [268477771], Target: [Zaken], Action: [admin_admin], Params: [] 
[18/06/2022 13:36:08] --> GM: XxClaudinhaxX [268477771], Target: [Zaken], Action: [admin_move_to], Params: [] 
[18/06/2022 13:36:30] --> GM: XxClaudinhaxX [268477771], Target: [Zaken], Action: [admin_move_to], Params: [ 115213 16623 10080] 
[18/06/2022 13:39:32] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_enchant], Params: [] 
[18/06/2022 13:39:38] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setew], Params: [ 60] 
[18/06/2022 13:40:07] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_setew], Params: [ 1500] 
[18/06/2022 13:42:49] --> GM: XxClaudinhaxX [268477771], Target: [Baium], Action: [admin_kill], Params: [] 
[18/06/2022 13:47:30] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 13:48:25] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 13:49:03] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 213004 -114890 -1595] 
[18/06/2022 13:52:27] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 13:52:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 13:52:30] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 13:52:31] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 13:52:32] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[18/06/2022 17:27:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 17:34:22] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_admin], Params: [] 
[18/06/2022 17:34:24] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [] 
[18/06/2022 17:34:27] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/other.htm] 
[18/06/2022 17:34:38] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/others/ivorytower.htm] 
[18/06/2022 17:34:41] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [ 85332 16186 -1254] 
[18/06/2022 17:34:51] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 17:34:53] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 17:34:55] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/other.htm] 
[18/06/2022 17:35:04] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_show_moves], Params: [] 
[18/06/2022 17:35:07] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[18/06/2022 17:35:19] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_show_moves], Params: [] 
[18/06/2022 17:35:23] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/others/fortress.htm] 
[18/06/2022 17:35:26] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 111798 -141743 -2927] 
[18/06/2022 17:37:49] --> GM: XxClaudinhaxX [268477771], Target: [Bandit Warrior], Action: [admin_kill], Params: [] 
[18/06/2022 17:37:58] --> GM: XxClaudinhaxX [268477771], Target: [Bandit Inspector], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:14] --> GM: XxClaudinhaxX [268477771], Target: [Bandit Inspector], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:17] --> GM: XxClaudinhaxX [268477771], Target: [Bandit Inspector], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:20] --> GM: XxClaudinhaxX [268477771], Target: [Bandit Inspector], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 17:38:54] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:55] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:55] --> GM: XxClaudinhaxX [268477771], Target: [Vagabond of the Ruins], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:56] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:38:56] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:02] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:03] --> GM: XxClaudinhaxX [268477771], Target: [Vagabond of the Ruins], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:03] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:03] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:11] --> GM: XxClaudinhaxX [268477771], Target: [Vagabond of the Ruins], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:11] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:11] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:11] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:11] --> GM: XxClaudinhaxX [268477771], Target: [Forgotten Crewman], Action: [admin_kill], Params: [] 
[18/06/2022 17:39:32] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[18/06/2022 17:41:06] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 17:41:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 17:41:49] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[18/06/2022 17:49:48] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 17:51:30] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_instant_move], Params: [] 
[18/06/2022 17:52:03] --> GM: XxClaudinhaxX [268477771], Target: [Angelic Vortex], Action: [admin_gmshop], Params: [] 
[18/06/2022 17:52:05] --> GM: XxClaudinhaxX [268477771], Target: [Angelic Vortex], Action: [admin_buy], Params: [ 3002] 
[18/06/2022 17:53:44] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[18/06/2022 17:53:57] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_delete], Params: [] 
[18/06/2022 17:57:08] --> GM: XxClaudinhaxX [268477771], Target: [Falibati], Action: [admin_kill], Params: [] 
[18/06/2022 17:57:29] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[18/06/2022 17:57:31] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[18/06/2022 17:57:32] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 17:57:32] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 17:57:35] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[18/06/2022 18:00:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 50019], Params: [] 
[18/06/2022 18:01:10] --> GM: XxClaudinhaxX [268477771], Target: [BUFFER], Action: [admin_delete], Params: [] 
[18/06/2022 18:03:51] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_itemcreate], Params: [] 
[18/06/2022 18:03:55] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_create_item], Params: [ 8599] 
[18/06/2022 18:04:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 18:05:40] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 53], Params: [] 
[18/06/2022 18:06:33] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [] 
[18/06/2022 18:06:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ npc] 
[18/06/2022 18:06:43] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_spawn 53], Params: [] 
[18/06/2022 18:07:10] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_delete], Params: [] 
[18/06/2022 18:07:12] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_reload], Params: [] 
[18/06/2022 18:07:14] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ npc] 
[18/06/2022 18:07:17] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_spawn 53], Params: [] 
[18/06/2022 18:13:38] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_itemcreate], Params: [] 
[18/06/2022 18:13:45] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_create_item], Params: [ 57 3000000000] 
[18/06/2022 18:13:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[18/06/2022 18:13:57] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 57 3000000000] 
[18/06/2022 18:14:06] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_itemcreate], Params: [] 
[18/06/2022 18:14:18] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_create_item], Params: [ 57 2000000000] 
[18/06/2022 18:15:17] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_admin], Params: [] 
[18/06/2022 18:15:19] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_move_to], Params: [] 
[18/06/2022 18:15:20] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 18:15:21] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 18:15:25] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_move_to], Params: [ 80385 147867 -3512] 
[18/06/2022 18:16:17] --> GM: XxClaudinhaxX [268477771], Target: [Helvetia], Action: [admin_admin], Params: [] 
[18/06/2022 18:16:19] --> GM: XxClaudinhaxX [268477771], Target: [Helvetia], Action: [admin_move_to], Params: [] 
[18/06/2022 18:16:20] --> GM: XxClaudinhaxX [268477771], Target: [Helvetia], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 18:16:21] --> GM: XxClaudinhaxX [268477771], Target: [Helvetia], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 18:16:27] --> GM: XxClaudinhaxX [268477771], Target: [Helvetia], Action: [admin_move_to], Params: [ 79768 146559 -3525] 
[18/06/2022 18:17:05] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_admin], Params: [] 
[18/06/2022 18:17:07] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [] 
[18/06/2022 18:17:14] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 18:17:15] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 18:17:17] --> GM: XxClaudinhaxX [268477771], Target: [Graham], Action: [admin_move_to], Params: [ 80402 149209 -3515] 
[18/06/2022 18:18:02] --> GM: XxClaudinhaxX [268477771], Target: [Sandra], Action: [admin_admin], Params: [] 
[18/06/2022 18:18:03] --> GM: XxClaudinhaxX [268477771], Target: [Sandra], Action: [admin_move_to], Params: [] 
[18/06/2022 18:18:04] --> GM: XxClaudinhaxX [268477771], Target: [Sandra], Action: [admin_help], Params: [ tele/towns.htm] 
[18/06/2022 18:18:06] --> GM: XxClaudinhaxX [268477771], Target: [Sandra], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[18/06/2022 18:18:09] --> GM: XxClaudinhaxX [268477771], Target: [Sandra], Action: [admin_move_to], Params: [ 83102 150544 -3521] 
[18/06/2022 18:19:05] --> GM: XxClaudinhaxX [268477771], Target: [Gentler], Action: [admin_instant_move], Params: [] 
[18/06/2022 19:25:43] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_admin], Params: [] 
[18/06/2022 19:25:45] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_move_to], Params: [] 
[18/06/2022 19:25:51] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[18/06/2022 19:25:54] --> GM: XxClaudinhaxX [268477771], Target: [GM SHOP], Action: [admin_move_to], Params: [ 56095 -118952 -3290] 
[18/06/2022 19:26:10] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[18/06/2022 19:27:01] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:28] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:32] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:36] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:38] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:39] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:41] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:43] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:46] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:27:50] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_heal], Params: [] 
[18/06/2022 19:36:56] --> GM: XxClaudinhaxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 19:37:48] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload htm], Params: [] 
[18/06/2022 19:37:54] --> GM: XxClaudinhaxX [268477771], Target: [Human], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 19:39:51] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload htm], Params: [] 
[18/06/2022 19:39:54] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 19:42:23] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload htm], Params: [] 
[18/06/2022 19:42:27] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_reload], Params: [ scripts_custom] 
[18/06/2022 20:50:30] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 21:10:56] --> GM: XxClaudinhaxX [268477771], Target: [XxClaudinhaxX], Action: [admin_gmspeed 4], Params: [] 
[18/06/2022 21:15:26] --> GM: XxClaudinhaxX [268477771], Target: [Dance], Action: [admin_reload], Params: [] 
[18/06/2022 21:15:29] --> GM: XxClaudinhaxX [268477771], Target: [Dance], Action: [admin_reload], Params: [ scripts_custom] 
