[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[13/07/2022 23:50:22] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:22] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:31] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_show_droplist], Params: [ 18279] 
[13/07/2022 23:50:39] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_edit_drop], Params: [ 18279 947 2] 
[13/07/2022 23:50:53] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:53] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:53] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:53] --> GM: XxAdilioxX [268477771], Target: [Pytan], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:53] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:50:54] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:02] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:04] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:04] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:11] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:11] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:13] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:13] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:14] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:27] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[13/07/2022 23:51:47] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:47] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:47] --> GM: XxAdilioxX [268477771], Target: [Bloody Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:50] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:51] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:52] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:52] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:55] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:55] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:56] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:56] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:51:57] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:02] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:02] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:02] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:03] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:11] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:11] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:14] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:23] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:25] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:25] --> GM: XxAdilioxX [268477771], Target: [Bloody Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:25] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:26] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:26] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:26] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:28] --> GM: XxAdilioxX [268477771], Target: [Bloody Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:29] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:30] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:30] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:33] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:34] --> GM: XxAdilioxX [268477771], Target: [Bloody Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:34] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:35] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:36] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:38] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:38] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:38] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:39] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:40] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:40] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:40] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:41] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:51] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:54] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:57] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:58] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:58] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:58] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:59] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:52:59] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:53:05] --> GM: XxAdilioxX [268477771], Target: [Cloe's Servitor], Action: [admin_kill], Params: [] 
[13/07/2022 23:53:06] --> GM: XxAdilioxX [268477771], Target: [Cloe's Servitor], Action: [admin_kill], Params: [] 
[13/07/2022 23:53:07] --> GM: XxAdilioxX [268477771], Target: [Antharas Priest Cloe], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:50] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:51] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:52] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:52] --> GM: XxAdilioxX [268477771], Target: [Bloody Mystic], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:53] --> GM: XxAdilioxX [268477771], Target: [Bloody Keeper], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:54] --> GM: XxAdilioxX [268477771], Target: [Bloody Guardian], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:55] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:54:57] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:06] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:06] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:10] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:35] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:35] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:39] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:43] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:43] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:45] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:45] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:47] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:50] --> GM: XxAdilioxX [268477771], Target: [Bloody Sniper], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:50] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:52] --> GM: XxAdilioxX [268477771], Target: [Bloody Liviona], Action: [admin_kill], Params: [] 
[13/07/2022 23:55:53] --> GM: XxAdilioxX [268477771], Target: [Karik], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:09] --> GM: XxAdilioxX [268477771], Target: [Limal Karinness], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:10] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:11] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:12] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:13] --> GM: XxAdilioxX [268477771], Target: [Malruk Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:13] --> GM: XxAdilioxX [268477771], Target: [Pytan], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:13] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:15] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:16] --> GM: XxAdilioxX [268477771], Target: [Malruk Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:16] --> GM: XxAdilioxX [268477771], Target: [Malruk Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:17] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:18] --> GM: XxAdilioxX [268477771], Target: [Malruk Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:36] --> GM: XxAdilioxX [268477771], Target: [Malruk Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:37] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:37] --> GM: XxAdilioxX [268477771], Target: [Malruk Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:44] --> GM: XxAdilioxX [268477771], Target: [Malruk Lord], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:44] --> GM: XxAdilioxX [268477771], Target: [Malruk Berserker], Action: [admin_kill], Params: [] 
[13/07/2022 23:57:48] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:11] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:20] --> GM: XxAdilioxX [268477771], Target: [Pytan], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:21] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:21] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:21] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:21] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:32] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:32] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:33] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:34] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:36] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:37] --> GM: XxAdilioxX [268477771], Target: [Pytan], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:37] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:37] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:37] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:37] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:38] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:40] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:44] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:45] --> GM: XxAdilioxX [268477771], Target: [Cave Beast], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:47] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:47] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:53] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:53] --> GM: XxAdilioxX [268477771], Target: [Pytan], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:55] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:58:55] --> GM: XxAdilioxX [268477771], Target: [Pytan Knight], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:04] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:05] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:05] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:05] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:06] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:07] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:08] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:08] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:08] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:15] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:15] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:15] --> GM: XxAdilioxX [268477771], Target: [Cave Howler], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:17] --> GM: XxAdilioxX [268477771], Target: [Plando], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:18] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:21] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:21] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:21] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:25] --> GM: XxAdilioxX [268477771], Target: [Malruk Soldier], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:25] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:28] --> GM: XxAdilioxX [268477771], Target: [Treasure Chest], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:32] --> GM: XxAdilioxX [268477771], Target: [Cave Beast], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:32] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_kill], Params: [] 
[13/07/2022 23:59:37] --> GM: XxAdilioxX [268477771], Target: [Death Wave], Action: [admin_ride_wyvern], Params: [] 
[14/07/2022 0:00:07] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_ride_wyvern], Params: [] 
[14/07/2022 0:00:38] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[14/07/2022 0:00:41] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[14/07/2022 0:00:41] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[14/07/2022 0:00:44] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[14/07/2022 0:00:45] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[14/07/2022 0:02:14] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 0:59:27] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 0:59:36] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setclass], Params: [] 
[14/07/2022 0:59:45] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setclass], Params: [ 113] 
[14/07/2022 0:59:49] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[14/07/2022 0:59:50] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_remove_all_skills], Params: [] 
[14/07/2022 0:59:54] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_show_skills], Params: [] 
[14/07/2022 0:59:56] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_give_all_skills], Params: [] 
[14/07/2022 1:00:38] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 1:01:47] --> GM: XxAdilioxX [268477771], Target: [Dance], Action: [admin_admin], Params: [] 
[14/07/2022 1:01:49] --> GM: XxAdilioxX [268477771], Target: [Dance], Action: [admin_move_to], Params: [] 
[14/07/2022 1:01:52] --> GM: XxAdilioxX [268477771], Target: [Dance], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[14/07/2022 1:01:56] --> GM: XxAdilioxX [268477771], Target: [Dance], Action: [admin_move_to], Params: [ 56095 -118952 -3290] 
[14/07/2022 1:03:23] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_gmshop], Params: [] 
[14/07/2022 1:03:24] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_buy], Params: [ 300511] 
[14/07/2022 1:04:11] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[14/07/2022 1:04:13] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[14/07/2022 1:04:14] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[14/07/2022 1:04:16] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[14/07/2022 1:04:17] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[14/07/2022 1:05:17] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 1:06:04] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 1:06:28] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_admin], Params: [] 
[14/07/2022 1:06:30] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [] 
[14/07/2022 1:06:31] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ tele/locations/c5.htm] 
[14/07/2022 1:06:33] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [ 56095 -118952 -3290] 
[14/07/2022 1:07:47] --> GM: XxAdilioxX [268477771], Target: [Grave Robber Lookout], Action: [admin_gmspeed 0], Params: [] 
[14/07/2022 1:14:34] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 1:22:18] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload htm], Params: [] 
[14/07/2022 1:22:20] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ npc] 
[14/07/2022 1:22:35] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:37] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:38] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:41] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:42] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:43] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:44] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:44] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:45] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:46] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:47] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:48] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:48] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:49] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:50] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:50] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:51] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:51] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:52] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:52] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:22:54] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_res], Params: [] 
[14/07/2022 1:22:55] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:25:52] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:25:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_kill], Params: [] 
